latitude,longitude,rwi,error
-3.5024552,-78.5632324,-0.573,0.401
-1.3072596,-80.7604980,0.275,0.498
-1.7245930,-79.2004395,-0.518,0.516
0.0988769,-79.1345215,-0.393,0.468
-3.2611771,-79.5300293,-0.179,0.463
-1.2413579,-79.0246582,-0.592,0.430
-1.1095498,-78.4973145,0.192,0.491
-0.0549316,-80.0573730,-0.432,0.435
-0.9337965,-80.1013184,-0.451,0.469
-2.9320690,-79.7717285,-0.200,0.492
-1.9222467,-79.7937012,-0.006,0.552
0.1208495,-76.9152832,-0.417,0.477
-4.5326183,-79.0246582,-0.547,0.401
-4.5545219,-79.4860840,-0.838,0.388
-0.9557662,-77.4206543,-0.109,0.437
-1.1095498,-77.7941895,-0.291,0.438
-0.8678867,-78.7170410,0.220,0.446
-0.0549316,-76.8273926,-0.307,0.427
-1.9442068,-78.0139160,-0.639,0.475
-1.5049538,-77.9040527,-0.067,0.459
-0.0549316,-78.1677246,0.326,0.553
-2.6028640,-79.7497559,-0.207,0.447
-2.1857489,-80.0793457,0.124,0.522
-0.1208495,-76.2780762,-0.286,0.452
-1.7685179,-79.2443848,-0.296,0.510
-2.6906608,-79.6398926,0.069,0.495
-0.7580345,-80.0573730,-0.390,0.437
-2.1198775,-80.0354004,-0.210,0.488
-4.2697242,-79.7277832,-0.526,0.442
1.3731595,-78.7170410,-0.576,0.402
-1.5488836,-78.7609863,-0.565,0.532
-0.8898568,-78.9587402,-0.601,0.402
-1.9222467,-79.0686035,-0.250,0.422
-1.7465556,-80.2770996,-0.664,0.390
-0.7140928,-76.8493652,-0.053,0.421
-1.4170918,-77.9919434,-0.311,0.478
-1.4170918,-79.5300293,-0.383,0.483
-1.0436434,-79.5080566,0.306,0.514
-1.6367402,-80.7604980,-0.352,0.434
-1.0875811,-80.4968262,0.275,0.521
-0.3186019,-79.2663574,-0.122,0.503
-3.6998186,-79.8815918,-0.411,0.410
0.0549316,-77.0251465,0.340,0.470
-0.5602938,-77.3327637,-0.674,0.404
-0.8239462,-79.7937012,-0.653,0.433
-1.0436434,-79.3981934,-0.550,0.500
-1.8124418,-79.4201660,0.011,0.488
-1.5049538,-80.2990723,-0.394,0.451
-1.9222467,-79.4641113,0.033,0.487
-1.0875811,-78.5192871,0.204,0.535
-2.5809138,-79.5300293,-0.327,0.479
0.2307123,-79.5300293,-0.922,0.404
-2.0979197,-79.2883301,-0.433,0.526
0.2307123,-76.5197754,-0.837,0.404
1.0436434,-79.3542480,-0.363,0.531
0.1867672,-78.9587402,-0.507,0.409
-4.3354564,-79.4421387,-0.419,0.501
-1.4829887,-79.0246582,-0.125,0.425
-1.9222467,-79.5739746,-0.494,0.471
0.4504348,-79.5959473,-0.594,0.401
-0.2307123,-78.6291504,-0.272,0.489
-0.3405742,-78.4313965,1.060,0.523
0.2526847,-80.0354004,-0.296,0.505
-2.2955282,-78.7390137,0.011,0.489
-3.2173020,-79.9475098,-0.004,0.513
-0.6701507,-79.3981934,-0.255,0.464
-3.3269861,-79.3103027,-0.407,0.457
-3.2831139,-79.3981934,-0.396,0.466
-0.4724067,-79.2443848,-0.154,0.451
-0.5383221,-80.0573730,-0.717,0.581
-3.0417830,-79.7497559,-0.030,0.494
-0.2526847,-79.6618652,-0.889,0.483
-4.2258996,-80.2111816,-0.560,0.580
0.1428221,-79.2004395,-0.476,0.481
-1.3511931,-78.6730957,0.513,0.542
-1.5708481,-78.5632324,-0.404,0.462
-1.2633253,-79.5080566,0.284,0.497
-1.1534865,-78.4973145,0.076,0.426
-2.5809138,-79.9694824,0.008,0.493
0.8678867,-79.1125488,-0.605,0.394
-0.8239462,-80.0354004,-0.479,0.422
-2.6248138,-79.8815918,-0.673,0.528
-0.9337965,-78.9147949,-0.124,0.469
-3.0198411,-78.8049316,-0.060,0.493
-2.2516175,-80.8264160,0.043,0.453
-1.8783255,-79.9255371,-0.222,0.506
-1.6587038,-78.9807129,-0.356,0.465
-1.7904800,-78.7170410,-0.123,0.455
0.9557662,-79.6838379,0.242,0.460
-0.0988769,-79.2224121,-0.419,0.491
-1.6587038,-79.8815918,-0.198,0.490
-2.7784514,-78.8708496,0.550,0.470
-0.5602938,-80.3430176,0.173,0.435
0.6262082,-77.8381348,-0.176,0.482
-0.1428221,-78.8488770,-0.189,0.379
-0.7800052,-78.6950684,-0.126,0.479
-0.1208495,-76.5417480,-0.448,0.429
-1.2633253,-80.1672363,-0.784,0.403
-3.3927908,-79.9694824,0.022,0.504
0.5602938,-79.9914551,-0.132,0.441
-0.7580345,-78.5852051,-0.241,0.509
-1.6367402,-79.0686035,-0.308,0.464
0.3625464,-78.1237793,1.277,0.487
-1.3511931,-80.3869629,-0.467,0.497
0.1867672,-79.0026855,-0.439,0.431
-1.2413579,-79.4201660,0.022,0.474
-1.9661667,-79.8815918,0.170,0.493
-2.6906608,-78.2116699,-0.137,0.462
-4.0505767,-80.3210449,-0.915,0.430
-0.0549316,-79.9255371,-0.473,0.408
-1.1315182,-78.9587402,-0.457,0.434
-2.3833455,-80.7385254,0.568,0.413
-3.8313699,-79.5080566,-0.725,0.400
1.2852926,-78.8269043,1.014,0.595
-0.3625464,-77.7722168,-0.423,0.385
-0.3625464,-79.9475098,-0.316,0.524
-2.9101249,-78.8928223,0.017,0.474
-0.6701507,-80.2770996,0.148,0.488
-2.5589632,-78.6511230,-0.119,0.461
-2.9978987,-79.5959473,-0.200,0.412
-0.1208495,-79.0026855,-0.089,0.465
-0.1208495,-78.3654785,0.720,0.631
-2.0979197,-79.9914551,0.779,0.589
-2.0100856,-79.3103027,-0.096,0.445
0.5822654,-79.6618652,-0.677,0.390
0.0109863,-78.7170410,-0.358,0.445
-0.0988769,-76.6076660,-0.553,0.441
-0.2966295,-79.5520020,-0.612,0.484
-0.2307123,-78.2775879,-0.659,0.429
-2.4052990,-79.6398926,0.056,0.447
-0.6262082,-80.1672363,-0.590,0.452
-0.4943786,-79.8596191,-0.407,0.402
-1.3951258,-80.5627441,-0.194,0.442
-0.6921218,-90.3186035,0.321,0.426
0.0549316,-78.9147949,-0.301,0.462
-1.8124418,-80.1232910,-0.575,0.478
-1.5488836,-78.7829590,-0.220,0.423
-3.8094460,-79.8596191,-0.240,0.453
-0.8678867,-80.0793457,-0.450,0.457
-2.3174830,-80.5847168,0.114,0.452
-0.6701507,-79.4201660,-0.109,0.518
-1.7904800,-79.9255371,-0.085,0.545
0.2746571,-78.7609863,-0.498,0.385
0.0109863,-76.3000488,-0.100,0.467
-0.6921218,-79.3981934,-0.065,0.491
-2.3613917,-80.3430176,-0.211,0.597
-3.1076060,-79.7277832,0.050,0.521
-0.8678867,-78.7829590,0.214,0.411
-1.7245930,-79.6398926,-0.086,0.518
-4.4449973,-79.4860840,-0.017,0.497
-0.4504348,-79.5520020,-0.612,0.517
-0.7800052,-78.8928223,-0.461,0.478
-4.1163273,-79.3322754,-0.501,0.395
-4.4449973,-79.5520020,-0.662,0.431
0.7800052,-78.8708496,-1.144,0.428
-3.0856655,-78.1237793,-0.669,0.418
-1.5049538,-80.1232910,-0.337,0.390
-1.7465556,-79.7497559,0.005,0.518
-0.0769043,-78.3654785,0.232,0.508
-1.5049538,-79.8815918,-0.509,0.424
-1.1315182,-80.5847168,0.196,0.437
0.2526847,-76.2780762,-0.234,0.410
-2.1198775,-79.5959473,1.148,0.553
-0.0769043,-77.4206543,-0.592,0.389
-2.6906608,-79.5739746,-0.268,0.491
0.9557662,-79.0686035,-0.914,0.405
-1.0436434,-79.7277832,-0.350,0.510
-1.1534865,-80.2551270,-0.748,0.475
-0.9337965,-78.6511230,0.576,0.439
-1.4829887,-79.0905762,-0.367,0.412
-0.6042368,-79.6398926,-0.916,0.426
-1.0436434,-79.3103027,-0.299,0.517
-1.3951258,-79.8376465,-0.543,0.469
-1.5269188,-80.2111816,-0.485,0.443
-1.0216743,-80.3869629,0.326,0.511
-3.9848207,-79.2443848,0.491,0.492
-0.1208495,-76.5197754,-0.260,0.404
-0.2746571,-80.2111816,-0.480,0.409
-2.5809138,-80.1892090,-0.473,0.439
-0.7580345,-77.1569824,-0.170,0.406
-0.1208495,-76.7175293,-0.466,0.428
-0.8459165,-80.2111816,-0.140,0.519
-1.7685179,-80.7604980,0.426,0.513
-3.9629009,-78.7609863,-0.601,0.455
-2.8442900,-79.1125488,-0.226,0.474
-2.9320690,-78.2336426,-0.414,0.406
-0.3845186,-77.1130371,-0.249,0.394
0.4943786,-77.9260254,0.363,0.488
0.1647947,-75.9045410,-0.496,0.394
-1.7465556,-80.0134277,0.520,0.552
0.7580345,-79.7058105,-0.504,0.391
-0.4284628,-79.5959473,-0.349,0.409
-1.8563646,-80.3869629,-0.878,0.417
-0.2307123,-76.5856934,-0.349,0.423
-3.0417830,-79.3981934,-0.518,0.401
0.1428221,-76.5637207,-0.442,0.412
-1.4390576,-80.2770996,-0.708,0.414
-4.0067400,-78.7829590,-0.512,0.406
-1.7026302,-79.2004395,-0.640,0.405
-2.5589632,-78.1677246,-0.209,0.478
0.9118267,-78.5852051,-0.616,0.394
-1.9881263,-78.7829590,-0.224,0.404
0.2307123,-78.6291504,0.543,0.538
-0.3625464,-79.4641113,-0.314,0.455
-2.3613917,-80.2551270,-0.186,0.475
0.1428221,-76.8273926,-0.479,0.505
-1.9881263,-80.7165527,0.159,0.457
-0.6262082,-79.2004395,-0.418,0.431
0.4943786,-79.0905762,-0.804,0.404
0.8898568,-79.3981934,-0.777,0.431
-0.7580345,-78.6730957,0.212,0.521
-0.6042368,-79.7058105,-0.848,0.445
0.0109863,-79.9475098,-0.425,0.488
-2.6028640,-78.1677246,0.087,0.487
-1.2193903,-79.9914551,-0.360,0.530
-2.4711573,-79.9914551,-0.407,0.420
-4.6421296,-79.0246582,-0.089,0.455
-0.5822654,-79.6179199,-0.402,0.447
0.2307123,-78.8488770,-0.136,0.457
-1.8783255,-79.8156738,-0.534,0.485
-1.0436434,-79.8596191,-0.253,0.502
-2.1418349,-78.8269043,-0.417,0.488
-3.9848207,-79.9255371,-0.552,0.421
-1.6147764,-80.8483887,0.263,0.479
-4.2258996,-79.7277832,-0.457,0.384
-1.0656124,-80.4528809,0.860,0.506
-0.8019758,-77.2448730,-1.001,0.388
-3.5243866,-78.6071777,-0.690,0.401
-2.0979197,-80.0793457,-0.318,0.444
-0.0769043,-78.1457520,0.207,0.544
-2.1418349,-80.7824707,0.636,0.545
-4.2039864,-80.0134277,-0.079,0.407
-1.1974226,-80.7385254,0.204,0.497
-0.2746571,-80.3649902,-0.399,0.424
-1.8124418,-79.6179199,-0.383,0.510
-1.7685179,-78.6291504,0.057,0.473
0.2087398,-79.9475098,-0.046,0.530
-1.0216743,-80.7604980,-0.218,0.438
-2.4492049,-80.2770996,0.004,0.476
-2.5589632,-79.5300293,-0.322,0.458
-0.5163504,-77.1350098,-0.898,0.400
-3.4147247,-79.2443848,-0.295,0.421
-0.6481795,-79.8596191,-0.153,0.491
-0.4724067,-76.9812012,1.160,0.568
-3.1295462,-78.8049316,-0.208,0.442
0.5163504,-77.8601074,0.572,0.528
-3.7436712,-79.6398926,0.193,0.512
1.1974226,-78.7390137,-0.554,0.476
-1.2413579,-80.0134277,-0.282,0.402
-4.2697242,-80.0134277,-0.237,0.384
0.1428221,-76.8933105,-0.411,0.501
0.3405742,-79.9694824,-0.368,0.487
-1.1534865,-79.2004395,-0.193,0.485
-0.7580345,-79.2663574,-0.384,0.429
-4.1163273,-79.6179199,-0.453,0.455
0.3845186,-80.0354004,-0.313,0.445
-0.9557662,-80.1452637,-0.396,0.641
-0.2307123,-79.3322754,-0.443,0.479
-0.2307123,-77.2009277,-0.779,0.407
-3.8313699,-80.0793457,-0.477,0.443
0.2087398,-79.9255371,-0.133,0.508
0.1867672,-78.9807129,-0.499,0.421
-1.2633253,-80.2551270,-0.677,0.417
0.9997051,-79.1125488,-0.865,0.410
-2.0979197,-79.5520020,-0.370,0.505
-1.8124418,-80.3430176,-0.322,0.413
0.2087398,-79.5959473,-0.995,0.396
-0.6481795,-76.7175293,-0.902,0.392
-0.7580345,-78.8049316,-0.513,0.408
-2.3833455,-80.3649902,-0.106,0.511
-1.1095498,-80.3210449,-0.498,0.423
-0.0549316,-79.4421387,0.149,0.535
0.2746571,-76.9592285,-0.590,0.391
-1.0216743,-79.9694824,-0.533,0.451
-4.4449973,-79.7937012,-0.281,0.447
-1.8783255,-79.2883301,-0.403,0.450
-0.2307123,-79.1125488,-0.259,0.494
-2.3613917,-79.0466309,-0.703,0.492
-0.9997051,-80.4968262,-0.431,0.547
-0.1208495,-80.0134277,-0.300,0.531
-3.1076060,-79.1125488,0.356,0.465
-3.5901776,-79.2883301,0.079,0.520
-1.6367402,-79.7717285,-0.774,0.505
-1.0875811,-80.0354004,-0.417,0.433
1.4170918,-78.8708496,-0.377,0.400
-3.1514858,-79.2224121,-0.318,0.550
-1.8124418,-80.3869629,-0.707,0.435
-3.3050503,-79.0686035,-0.481,0.472
-1.4170918,-80.5187988,-0.391,0.414
-1.7465556,-79.2443848,-0.964,0.435
-1.3951258,-80.5847168,-0.494,0.450
-4.3135463,-80.0134277,-0.387,0.413
-1.8563646,-79.2883301,0.070,0.432
-1.5269188,-80.2551270,-0.714,0.391
-4.0724942,-79.9914551,-0.466,0.433
-0.2966295,-79.6179199,-0.263,0.452
-4.5983271,-79.4201660,-0.480,0.460
-0.1428221,-78.9807129,0.086,0.440
-0.8678867,-80.3210449,0.068,0.513
-1.5928123,-79.0026855,0.835,0.523
-0.3405742,-78.8488770,0.290,0.454
0.3845186,-79.9475098,-0.369,0.446
-3.0417830,-79.7058105,0.132,0.531
-3.5463174,-79.9475098,-0.024,0.492
-0.0329590,-78.4313965,0.461,0.498
-3.1295462,-78.5192871,-0.023,0.476
-0.7360637,-77.4865723,-0.196,0.457
-1.1754546,-80.8264160,-0.071,0.466
-0.8459165,-78.8488770,-0.661,0.408
-0.0549316,-79.3103027,-0.041,0.512
-1.7904800,-79.4641113,0.036,0.500
0.0329590,-79.9694824,-0.372,0.444
-1.3511931,-79.5080566,-0.449,0.467
0.0549316,-76.9592285,-0.605,0.443
-1.7904800,-80.3869629,-0.630,0.418
0.2307123,-78.5632324,-0.662,0.435
-1.3292264,-78.6511230,0.692,0.507
-3.9409805,-79.7277832,-0.832,0.510
-1.2852926,-78.6291504,1.309,0.484
-4.0286586,-79.2004395,0.616,0.470
-4.7297265,-79.1784668,-0.172,0.382
-0.8678867,-80.5187988,0.364,0.534
1.0436434,-78.6291504,-0.236,0.430
-0.3186019,-79.9475098,-0.525,0.419
0.1208495,-79.5959473,-0.389,0.403
-1.6806671,-77.9040527,-0.391,0.477
-0.7140928,-77.0910645,-0.532,0.437
0.0769043,-78.6730957,-0.391,0.457
-4.5983271,-79.4641113,-0.304,0.382
-3.2831139,-79.3322754,-0.082,0.481
-0.0549316,-78.2995605,0.677,0.538
0.9777357,-78.8708496,-0.673,0.480
0.2307123,-76.4538574,-0.565,0.405
-1.0436434,-78.6291504,-0.483,0.531
-1.8563646,-79.0246582,-0.579,0.411
-2.2516175,-79.5080566,0.291,0.522
1.1754546,-78.8928223,-0.644,0.413
-0.7360637,-79.5080566,-0.530,0.482
-1.4610233,-80.7604980,0.392,0.511
0.5163504,-79.5520020,-0.594,0.446
0.0329590,-80.0793457,-0.331,0.446
-2.5589632,-80.5187988,0.182,0.507
-1.9661667,-80.1672363,-0.574,0.478
-4.4011829,-79.5739746,0.057,0.460
-2.0979197,-78.7609863,-0.452,0.513
-1.5928123,-80.1232910,-0.078,0.434
-0.3845186,-79.5959473,-0.380,0.420
-0.6701507,-79.4421387,0.268,0.507
-0.4284628,-79.2443848,-0.883,0.435
-1.2413579,-78.4973145,-0.138,0.522
0.1647947,-79.4421387,-0.582,0.421
0.6701507,-78.2336426,-0.429,0.470
-1.4829887,-79.9475098,-1.012,0.456
0.6262082,-78.1018066,-0.220,0.400
-1.3731595,-78.6511230,0.423,0.494
-3.8313699,-79.5739746,-0.627,0.473
-1.3951258,-80.4309082,-0.632,0.437
1.2633253,-78.8269043,-0.622,0.517
-1.2633253,-79.9694824,-0.720,0.423
-3.4805234,-79.5959473,-0.570,0.415
-3.7655967,-79.9035645,-0.530,0.492
-2.3833455,-79.0466309,-0.433,0.451
-0.6262082,-79.1345215,-0.745,0.471
-2.4711573,-79.0905762,-0.184,0.482
-0.4504348,-80.2770996,-0.348,0.453
-0.1647947,-78.9367676,-0.395,0.397
-4.0724942,-79.8376465,-0.221,0.449
-0.2087398,-76.4758301,-0.207,0.412
-0.2087398,-78.4533691,0.996,0.516
-0.1647947,-76.5197754,-0.185,0.432
0.5163504,-79.9914551,-0.621,0.476
-1.3072596,-79.4641113,-0.265,0.556
-0.3845186,-79.6179199,-0.792,0.472
-3.8313699,-79.7937012,-0.231,0.486
-3.0637244,-79.0686035,-0.282,0.499
-1.9002862,-79.0466309,-0.583,0.522
1.1754546,-78.7829590,-0.171,0.438
0.1867672,-79.4641113,-0.638,0.433
-0.7800052,-80.0354004,-0.042,0.410
-1.1754546,-79.9035645,-0.377,0.440
-2.1857489,-79.9914551,1.039,0.555
-2.4931093,-79.4641113,-0.208,0.447
-1.5928123,-80.3869629,-0.219,0.572
-0.9557662,-80.8264160,0.674,0.515
-2.7126091,-78.8708496,0.435,0.453
-2.6467632,-79.5959473,-0.539,0.529
-1.7465556,-77.9699707,-0.439,0.452
-1.8563646,-79.0905762,-0.242,0.450
-2.6028640,-79.4860840,-0.021,0.487
0.3405742,-79.6618652,-0.765,0.457
-2.8662354,-78.7170410,-0.431,0.468
-0.7360637,-79.4201660,-0.260,0.518
-0.8019758,-77.1789551,-0.627,0.387
-2.6467632,-78.6071777,-0.208,0.480
-0.6921218,-76.4318848,0.216,0.547
-4.4011829,-79.4641113,-0.134,0.517
-0.6481795,-78.8269043,-0.363,0.384
-1.7904800,-80.3649902,-0.030,0.404
-1.9881263,-79.7277832,-0.349,0.578
-1.9222467,-79.6618652,-0.697,0.514
-0.4504348,-77.1130371,-0.571,0.408
-2.1198775,-80.1672363,-0.201,0.400
-0.8459165,-79.4641113,-0.404,0.544
-2.2516175,-79.7937012,-0.040,0.547
-2.4492049,-78.1896973,0.092,0.502
0.0549316,-76.8933105,0.042,0.525
-3.0198411,-78.9807129,-0.396,0.443
0.2087398,-76.7834473,-0.373,0.407
-1.0656124,-79.7937012,-0.579,0.484
0.2746571,-78.2116699,-0.305,0.518
-1.8783255,-79.1345215,-0.380,0.463
-2.1198775,-78.0578613,-0.471,0.483
-0.0109863,-78.4313965,0.654,0.478
-0.4943786,-76.9372559,-0.097,0.490
-1.3292264,-78.7170410,0.032,0.521
-2.4272521,-80.0573730,0.156,0.444
-0.9118267,-78.8488770,-0.326,0.408
-4.3135463,-79.3762207,-0.641,0.398
-1.8344033,-79.7277832,-0.744,0.498
-1.7685179,-79.6838379,-0.220,0.479
-0.0988769,-79.2663574,0.065,0.506
-3.2611771,-79.4860840,-0.406,0.418
-2.0979197,-79.0246582,-0.329,0.447
-0.3625464,-76.9372559,-0.533,0.495
0.2526847,-78.2995605,-0.234,0.493
-0.9777357,-79.4201660,0.085,0.521
-0.1647947,-79.2883301,-0.696,0.489
-1.1754546,-80.5187988,-0.201,0.441
-1.8563646,-80.1232910,0.550,0.514
-3.3050503,-79.7497559,0.329,0.482
-3.6998186,-79.7717285,-0.380,0.441
-1.8124418,-80.1672363,-0.256,0.504
-0.1208495,-76.4099121,-0.200,0.488
-0.2307123,-79.7717285,-0.608,0.410
-1.4390576,-79.8156738,-0.950,0.452
0.9557662,-78.7829590,-0.548,0.422
0.5602938,-79.4860840,-0.952,0.429
-2.0540032,-78.9587402,-0.457,0.475
-2.8881803,-79.0466309,1.223,0.472
-1.7245930,-78.5852051,0.094,0.525
0.7580345,-79.4641113,-1.262,0.401
-0.2526847,-77.0690918,0.246,0.501
-2.1637921,-80.1013184,-0.258,0.478
-1.3731595,-79.4201660,-0.384,0.493
-1.7026302,-78.7829590,0.228,0.483
-4.0505767,-80.0573730,-0.107,0.451
0.0769043,-79.0686035,-0.737,0.488
-2.2296616,-80.2551270,-0.393,0.583
-1.6367402,-79.1564941,-0.524,0.421
-2.9540126,-80.1452637,-0.289,0.480
-0.2526847,-79.3322754,0.206,0.490
-3.3708564,-79.4641113,-0.573,0.396
-0.6701507,-78.8269043,-0.190,0.404
-1.3072596,-78.6730957,0.230,0.477
-2.8662354,-78.9367676,0.914,0.519
-0.0769043,-79.3322754,0.015,0.454
1.0656124,-79.1784668,-0.420,0.459
-0.6262082,-80.0793457,-0.379,0.475
-2.1418349,-79.5300293,-0.291,0.521
-1.8783255,-78.7609863,-0.591,0.498
-2.1198775,-79.4421387,0.129,0.492
0.4724067,-79.5959473,-0.606,0.403
-0.4943786,-79.5300293,-0.678,0.515
-0.3845186,-78.5852051,-0.684,0.495
-1.3511931,-78.5852051,0.434,0.503
-0.6262082,-79.7058105,-0.643,0.423
-2.9540126,-78.3435059,-0.470,0.429
-0.4284628,-79.7058105,-0.461,0.396
-0.4064907,-77.8161621,-0.606,0.478
-0.7140928,-80.0573730,-0.258,0.515
0.6921218,-79.7058105,-0.399,0.389
-3.1076060,-78.9587402,0.244,0.464
-0.7580345,-77.4645996,-0.201,0.494
-1.5488836,-78.8049316,-0.225,0.432
-0.9997051,-78.5632324,-0.127,0.531
-1.3951258,-79.5080566,-0.775,0.477
-0.0988769,-79.8815918,-0.611,0.424
-0.9337965,-78.8708496,-0.367,0.418
1.0656124,-79.3542480,-0.364,0.455
-1.7685179,-79.8156738,-0.750,0.507
-4.1382430,-79.5959473,-0.837,0.407
-3.3269861,-79.9914551,0.022,0.479
-4.5983271,-79.1564941,-0.302,0.383
0.3186019,-78.2995605,-0.017,0.417
-3.1953637,-79.5300293,-0.190,0.386
-1.2633253,-80.5627441,-0.490,0.483
-2.5589632,-78.2556152,-0.674,0.453
-1.0656124,-80.8264160,0.201,0.520
-1.2413579,-78.8488770,-0.018,0.412
-0.2966295,-76.8933105,-0.214,0.555
-3.3708564,-79.1784668,-0.950,0.446
-0.1647947,-79.5959473,-0.659,0.390
-2.4052990,-78.1018066,-0.802,0.413
-1.1974226,-79.3322754,0.195,0.556
-1.6587038,-80.2551270,-0.611,0.424
-0.0549316,-79.5300293,-0.549,0.419
-1.9661667,-79.8156738,-0.297,0.506
0.1428221,-79.9035645,-0.923,0.418
-0.6481795,-90.4064941,0.367,0.407
-1.9222467,-79.2883301,-0.459,0.445
0.0988769,-79.5300293,-0.502,0.388
-0.3186019,-80.2111816,0.417,0.464
-0.4943786,-76.9592285,-0.121,0.486
-2.0759616,-79.3542480,0.011,0.522
-3.8313699,-79.7717285,-0.474,0.457
-0.3845186,-77.0031738,0.211,0.516
-4.0944111,-78.6511230,0.444,0.456
-4.4449973,-79.5080566,-0.174,0.531
-1.6147764,-79.4201660,-0.415,0.419
0.0109863,-78.4753418,0.547,0.509
-0.8019758,-80.2111816,0.614,0.521
-2.9320690,-79.0466309,1.220,0.519
-3.3050503,-79.5959473,-0.129,0.500
0.1428221,-78.7170410,-0.705,0.427
-1.6367402,-79.5300293,-0.312,0.534
-0.9777357,-79.5520020,-0.406,0.507
-2.0759616,-79.2883301,-0.088,0.508
-2.5589632,-79.2004395,0.197,0.411
-0.8459165,-78.8049316,-0.548,0.381
0.9777357,-79.3762207,-0.496,0.446
0.1208495,-76.3000488,-0.149,0.453
-0.3845186,-79.1564941,-0.738,0.481
-2.1637921,-78.1237793,-0.548,0.489
-0.1867672,-76.9372559,-0.422,0.492
-4.4669035,-79.3981934,0.228,0.521
-1.0216743,-77.7282715,-0.233,0.458
0.0109863,-78.1896973,-0.245,0.463
-1.7904800,-79.0246582,-0.563,0.428
-1.5488836,-78.5412598,-0.293,0.498
-2.2516175,-80.9362793,0.747,0.554
-3.2392398,-79.7937012,-0.216,0.503
-0.0329590,-78.9367676,-0.258,0.438
0.5383221,-80.0134277,-0.196,0.482
-1.4610233,-79.3322754,-0.188,0.496
-4.4669035,-79.5080566,-0.302,0.499
-1.9002862,-79.5080566,-0.953,0.491
-0.1867672,-79.2224121,0.346,0.454
-1.9442068,-78.0578613,-0.602,0.416
-1.0875811,-80.2331543,-0.201,0.470
-0.7360637,-76.8933105,-0.497,0.511
0.0769043,-79.4860840,-1.002,0.436
0.4724067,-77.9919434,-0.551,0.510
-4.7078283,-79.0905762,-0.427,0.408
-3.6559638,-79.7058105,-0.525,0.463
-0.3405742,-78.4753418,1.254,0.531
-3.3489215,-79.9035645,-0.028,0.485
0.6042368,-77.7282715,0.107,0.531
-2.6467632,-78.6730957,-0.145,0.493
-3.5901776,-79.3322754,-0.050,0.498
0.2746571,-80.0354004,-0.071,0.484
0.0329590,-78.1677246,0.011,0.519
-1.1315182,-79.2883301,-0.349,0.467
-0.0769043,-78.2995605,0.592,0.538
-2.6467632,-79.2443848,-0.932,0.389
-4.1601581,-79.8596191,-0.344,0.476
-4.4888091,-79.4860840,-0.667,0.393
-2.8662354,-78.3654785,-0.176,0.542
-2.0540032,-77.9699707,0.035,0.449
-1.1974226,-79.7937012,-0.700,0.500
-0.7140928,-79.2004395,-0.623,0.430
-1.3072596,-79.3322754,-0.568,0.502
-0.7580345,-78.5632324,0.104,0.488
-1.7245930,-80.4089355,-0.785,0.443
1.0216743,-78.7609863,0.005,0.420
-1.6147764,-80.4968262,-0.464,0.414
-1.3731595,-79.8815918,-0.730,0.570
-0.0769043,-79.4201660,0.051,0.486
-0.0109863,-79.4641113,-0.875,0.492
-0.8459165,-77.2009277,0.124,0.388
-2.7345569,-78.6291504,0.022,0.499
0.9118267,-78.1677246,-0.674,0.403
-0.7800052,-78.6511230,0.394,0.518
-0.7580345,-79.5739746,-0.863,0.453
-1.0216743,-79.2663574,-0.693,0.442
-2.7784514,-78.8928223,0.019,0.496
-3.0856655,-78.3874512,-0.608,0.400
-0.9777357,-79.9694824,-0.297,0.474
-4.4449973,-79.5959473,0.100,0.382
-3.2173020,-79.2004395,0.232,0.470
-3.3269861,-79.9694824,0.328,0.497
-1.8563646,-80.2331543,-0.528,0.511
-0.6042368,-80.1013184,-0.425,0.543
-2.2077054,-80.2990723,-0.138,0.515
-0.7360637,-77.3986816,-0.378,0.431
-4.0944111,-79.6838379,-0.346,0.397
-1.7904800,-80.2551270,-0.483,0.449
-0.1208495,-79.6838379,-0.642,0.422
-1.2193903,-80.7165527,-0.139,0.513
-4.2258996,-79.4421387,0.383,0.538
-0.9997051,-78.9367676,-0.944,0.412
0.8019758,-78.3874512,-0.079,0.431
-4.9048867,-79.1564941,-0.055,0.392
-0.7360637,-76.7175293,-0.983,0.507
-2.2296616,-80.2111816,-0.213,0.468
-0.6921218,-79.3762207,-0.032,0.541
-1.6806671,-79.8376465,-0.226,0.484
-3.3708564,-78.6291504,-0.341,0.528
-3.3927908,-80.2331543,0.159,0.506
-2.5589632,-80.4968262,0.207,0.508
-0.1867672,-79.6618652,-0.929,0.456
-3.4585910,-78.6730957,-0.160,0.488
-0.4504348,-78.9587402,-0.358,0.410
-0.0549316,-76.8713379,-0.077,0.525
-0.8239462,-77.7502441,-0.530,0.401
-2.1198775,-80.1232910,-0.320,0.477
-0.1647947,-79.1345215,-0.416,0.466
0.4724067,-79.3981934,-0.696,0.397
0.8019758,-79.7937012,-0.948,0.399
-0.8459165,-76.8933105,-0.264,0.474
-0.9118267,-78.9587402,0.057,0.401
-2.5150610,-79.8376465,-0.166,0.418
-0.8459165,-79.7058105,-0.380,0.423
-3.6559638,-79.5739746,-0.309,0.514
-1.3072596,-78.7609863,-0.122,0.496
-1.9881263,-78.8049316,-0.793,0.389
-3.9848207,-79.2004395,1.425,0.497
-0.0769043,-78.8708496,-0.304,0.382
-0.1428221,-78.2775879,-0.200,0.516
