latitude,longitude,rwi,error
0.0988769,-76.8493652,-0.121,0.564
-0.1647947,-79.2663574,0.089,0.475
-3.8313699,-79.6618652,-0.406,0.442
0.6481795,-80.0573730,-0.124,0.535
0.4064907,-79.5300293,-0.119,0.449
-1.5049538,-78.5412598,-0.418,0.462
-1.9881263,-79.5520020,-0.162,0.508
-1.6806671,-78.6291504,1.120,0.501
-0.2087398,-79.8376465,-0.554,0.550
-0.0988769,-79.0686035,-0.171,0.414
-0.9557662,-90.9558105,0.673,0.458
-4.5983271,-79.4860840,-0.573,0.382
-1.6587038,-80.3869629,-0.153,0.530
-3.2611771,-79.5739746,-0.532,0.431
-0.5602938,-79.1564941,-0.393,0.425
-0.0329590,-80.0573730,-0.367,0.451
-3.2173020,-79.2443848,0.844,0.497
-1.9881263,-79.8815918,0.198,0.501
0.5163504,-80.0134277,-0.230,0.519
-1.0656124,-79.4201660,0.248,0.496
0.0988769,-79.5520020,-0.532,0.404
-0.8678867,-80.0573730,-0.099,0.450
-1.7026302,-79.0686035,-0.500,0.493
-3.3708564,-78.5632324,-0.198,0.467
-0.1867672,-79.5520020,-0.375,0.465
-2.4272521,-79.7717285,-0.099,0.483
-1.1534865,-77.8820801,-0.694,0.420
-2.5150610,-79.5300293,-0.402,0.479
0.8019758,-79.3981934,-0.687,0.393
0.2087398,-77.0031738,-0.498,0.404
-1.2413579,-80.5187988,-0.458,0.471
-0.0109863,-76.8713379,-0.782,0.513
-1.4610233,-78.1018066,0.288,0.508
1.4390576,-78.8708496,-0.316,0.544
-2.0759616,-79.1345215,-0.774,0.447
0.7580345,-79.5080566,-0.685,0.404
-1.1974226,-79.7497559,-0.017,0.510
-1.7685179,-79.3542480,-0.026,0.488
-1.3951258,-79.7497559,-0.407,0.454
-1.4170918,-79.9255371,-0.334,0.437
0.1428221,-78.9587402,-0.379,0.441
-4.2697242,-80.0573730,-0.286,0.450
0.5602938,-78.0358887,0.002,0.543
-1.5269188,-80.6286621,-0.687,0.460
-1.9881263,-78.7609863,-0.750,0.457
-0.7580345,-78.8488770,-0.224,0.433
-2.2077054,-80.9802246,0.923,0.509
0.2087398,-79.3542480,-0.424,0.427
-0.2307123,-76.9592285,-0.478,0.444
0.1428221,-76.1462402,-0.532,0.408
-3.1734250,-79.4641113,-0.478,0.442
-3.7436712,-78.6291504,-0.212,0.480
-2.2955282,-80.2990723,-0.297,0.481
-2.0979197,-79.2443848,-0.065,0.542
0.6262082,-80.0354004,0.382,0.484
-1.7685179,-77.9260254,-0.665,0.410
0.4724067,-79.2224121,-0.590,0.404
-3.0417830,-78.8708496,-0.748,0.460
-4.4230904,-79.5739746,-0.363,0.510
-0.2526847,-79.7277832,-0.461,0.419
0.8459165,-78.3654785,-0.336,0.431
0.0549316,-79.0026855,-0.960,0.468
0.2087398,-80.0134277,-0.145,0.484
0.7360637,-78.2556152,-0.441,0.486
-3.8752158,-79.1345215,-0.614,0.449
-1.6367402,-79.3981934,-0.085,0.489
-1.1534865,-79.8815918,-0.896,0.435
-0.0549316,-78.8928223,-0.817,0.453
-0.8019758,-80.3430176,0.045,0.434
-3.4366581,-79.4421387,-0.317,0.427
0.1647947,-79.1564941,-0.312,0.385
-0.2966295,-79.1564941,0.575,0.521
-2.0100856,-78.7170410,-0.056,0.422
0.7580345,-79.3762207,-0.761,0.423
-0.4724067,-80.3649902,-0.421,0.430
-2.5809138,-79.6398926,-0.444,0.494
-0.0329590,-78.1677246,-0.515,0.524
-2.7345569,-79.7058105,-0.428,0.535
-2.2735730,-78.1018066,-0.314,0.499
-0.0769043,-76.8713379,0.162,0.527
-0.3186019,-79.0686035,-0.115,0.473
-1.4610233,-80.5407715,0.319,0.505
-0.6042368,-80.1892090,-0.218,0.446
-0.9337965,-77.3547363,-0.087,0.453
-0.4724067,-76.9152832,-0.611,0.506
0.0549316,-78.1018066,0.001,0.514
-1.3731595,-79.4421387,-0.646,0.479
0.1867672,-78.2116699,0.554,0.498
-3.6340356,-79.6838379,-0.428,0.487
-2.5809138,-80.0354004,-0.309,0.516
0.0329590,-76.6735840,-0.142,0.496
-1.3731595,-79.9035645,0.547,0.579
-1.3292264,-78.7609863,-0.468,0.459
-2.9320690,-79.4421387,-0.726,0.389
-2.2296616,-80.1672363,0.000,0.500
-1.3292264,-79.9914551,-0.400,0.507
-1.1974226,-79.0686035,-0.142,0.556
-4.2478122,-79.2883301,0.042,0.463
-0.6701507,-90.3845215,-0.445,0.395
-4.3573658,-79.6838379,-0.692,0.563
-0.3625464,-77.0251465,-0.445,0.484
-1.0656124,-80.3869629,-0.274,0.618
-1.3511931,-80.0793457,-0.588,0.444
-1.1534865,-79.9694824,-0.568,0.427
-2.2516175,-80.1232910,-0.271,0.446
0.0329590,-78.8928223,0.379,0.534
-1.8344033,-78.6730957,0.125,0.497
-0.9777357,-77.3327637,-0.979,0.401
-0.7580345,-78.8928223,0.098,0.509
1.0875811,-78.7609863,-0.327,0.442
-1.8344033,-79.5520020,0.525,0.509
-2.7565043,-78.2556152,0.165,0.529
-0.2966295,-79.1784668,0.466,0.535
-2.4272521,-80.1672363,-0.092,0.512
-1.8783255,-79.6618652,-0.122,0.460
-1.6147764,-79.4421387,-0.504,0.469
0.1428221,-78.9807129,-0.186,0.474
-0.3845186,-78.4313965,0.714,0.510
-2.0100856,-79.2443848,-0.259,0.460
-1.5269188,-79.4860840,-0.283,0.465
-0.1647947,-80.1672363,-0.669,0.419
-1.0656124,-80.7824707,0.580,0.520
-1.9661667,-79.8596191,-0.217,0.512
-3.4585910,-80.0354004,-0.365,0.485
-2.3174830,-78.9587402,-0.685,0.412
1.3072596,-78.6730957,-0.542,0.401
0.5602938,-79.3762207,-0.685,0.389
-3.0856655,-79.4641113,-0.254,0.387
-1.4829887,-78.0578613,0.254,0.534
0.5383221,-77.7941895,-0.592,0.464
0.3405742,-79.5300293,-0.430,0.442
-0.2746571,-79.0686035,0.216,0.457
-1.9002862,-79.0026855,-0.067,0.413
-2.4052990,-78.6950684,0.176,0.418
-2.7784514,-78.6950684,-0.029,0.481
-0.3625464,-78.5852051,-0.112,0.511
-2.5370123,-78.1457520,0.352,0.487
-2.5589632,-80.3210449,0.004,0.493
-2.0100856,-79.6179199,-0.193,0.444
-2.4052990,-79.0466309,-0.862,0.447
-4.0505767,-78.8928223,-0.375,0.463
-1.1974226,-80.4089355,-0.382,0.514
-2.7126091,-78.8928223,0.669,0.486
0.6042368,-77.7502441,0.321,0.501
-1.1974226,-79.0246582,-0.331,0.529
-2.8662354,-79.0246582,0.634,0.515
-0.3625464,-80.3210449,-0.653,0.401
-4.4669035,-79.7058105,-0.478,0.406
-1.6367402,-80.6945801,-0.666,0.384
-0.4284628,-76.8493652,-0.743,0.473
-1.9002862,-80.1452637,-0.400,0.529
0.5602938,-77.7722168,-0.004,0.518
-1.1754546,-80.4528809,0.093,0.477
0.2966295,-79.3322754,-0.295,0.474
-0.0109863,-78.3215332,-0.158,0.407
0.0109863,-79.0466309,-0.373,0.486
-1.9442068,-78.9587402,-0.170,0.419
-3.8094460,-79.5080566,-0.062,0.383
-0.6262082,-79.5300293,-0.355,0.470
0.2307123,-79.5739746,-0.760,0.388
-0.1208495,-79.4421387,0.033,0.523
-2.1418349,-79.6179199,1.059,0.556
0.2307123,-76.5637207,-0.200,0.451
-0.8239462,-75.5529785,-0.486,0.509
0.4064907,-80.0134277,0.429,0.492
-0.9777357,-79.5300293,-0.342,0.474
-1.7465556,-77.9040527,-0.036,0.464
-1.3292264,-79.4641113,-0.463,0.498
-0.6921218,-80.1013184,0.882,0.521
-0.6701507,-77.1130371,-0.690,0.402
-0.1208495,-79.1345215,-0.070,0.511
-3.9848207,-79.5959473,-0.723,0.427
-2.1198775,-79.6179199,0.632,0.559
1.1095498,-79.1345215,-0.284,0.439
-3.6121068,-78.6291504,-0.310,0.409
-4.1820725,-79.5959473,-0.541,0.509
-1.1754546,-79.3981934,-0.368,0.467
0.6042368,-77.9919434,0.365,0.535
0.5822654,-80.0134277,-0.398,0.468
-0.5163504,-80.2770996,-0.292,0.434
-1.4390576,-80.1452637,-0.532,0.419
-4.2697242,-79.4641113,-0.680,0.489
0.6921218,-79.4860840,-0.547,0.390
-1.8344033,-79.5080566,-0.079,0.501
-0.2087398,-79.2883301,-0.049,0.462
-0.2966295,-76.4758301,-0.590,0.402
-0.4064907,-77.8601074,-0.561,0.452
-0.8239462,-77.3767090,-0.645,0.402
-0.1647947,-79.9255371,-0.601,0.427
-0.7360637,-78.7829590,-0.423,0.409
-2.5589632,-79.4641113,-0.619,0.499
-0.6921218,-76.7175293,0.161,0.525
-0.1208495,-80.0354004,-0.383,0.438
-1.9661667,-79.7717285,-0.096,0.537
-3.0198411,-78.1896973,-0.244,0.402
-3.5024552,-79.1564941,-0.327,0.470
-3.9629009,-79.3762207,0.257,0.496
-1.4390576,-79.1345215,-0.544,0.415
-2.1637921,-79.0686035,-0.130,0.456
0.1208495,-78.2116699,-0.396,0.484
-1.8124418,-77.9040527,-0.717,0.411
-1.0216743,-79.4641113,1.191,0.514
-0.9118267,-78.7390137,-0.058,0.437
-4.1163273,-80.1452637,-0.081,0.523
-2.1418349,-79.8376465,0.824,0.525
-0.6262082,-79.6179199,-0.753,0.502
-0.9997051,-76.9812012,-0.528,0.415
-0.8239462,-78.9587402,-0.803,0.385
-0.2966295,-76.2780762,-0.517,0.425
-2.2516175,-80.1452637,-0.168,0.465
-0.0109863,-78.8928223,-0.202,0.456
-2.0759616,-79.7717285,0.105,0.482
1.2413579,-78.6950684,-0.384,0.510
-3.1953637,-79.7937012,-0.213,0.456
-0.7140928,-80.3869629,-0.728,0.439
-0.3186019,-76.6735840,-0.731,0.457
0.1208495,-75.8605957,0.870,0.596
-2.8223442,-79.7717285,-0.512,0.574
-2.3833455,-79.9914551,0.081,0.596
-3.6778914,-79.5520020,-0.217,0.466
-0.8898568,-78.5852051,0.788,0.457
-0.2746571,-80.1232910,-0.372,0.444
-0.3186019,-79.2224121,0.399,0.463
-4.1820725,-79.9914551,-0.312,0.385
-0.5602938,-78.6291504,-0.122,0.481
-0.1867672,-76.8493652,0.002,0.547
0.1647947,-78.8049316,-0.661,0.424
-3.6998186,-79.6618652,0.297,0.512
-4.5764249,-79.4860840,-0.559,0.382
-0.8678867,-77.7502441,0.176,0.424
-4.6202287,-79.1564941,-0.644,0.384
-0.7580345,-78.9147949,-0.342,0.432
-1.5049538,-79.0686035,-0.306,0.422
-0.5822654,-80.0793457,-0.661,0.477
-0.7800052,-77.3986816,-0.924,0.387
0.0988769,-76.7175293,-0.353,0.420
-2.1418349,-78.7829590,-0.371,0.473
-0.8019758,-79.7717285,-0.637,0.402
-1.1534865,-80.0573730,-0.442,0.427
-0.4504348,-80.1672363,-0.498,0.417
-1.0436434,-79.8376465,-0.104,0.537
1.1315182,-78.8708496,-0.174,0.550
-0.4724067,-80.2990723,-0.530,0.433
0.0769043,-77.0251465,-0.265,0.523
-0.1428221,-77.1130371,-1.091,0.424
-3.5682478,-78.6950684,-0.632,0.432
-2.9759559,-79.8156738,-0.267,0.489
-4.0067400,-80.1452637,-0.274,0.483
-0.0769043,-76.6076660,-0.189,0.410
-2.0979197,-79.3542480,-0.267,0.530
0.4284628,-79.4421387,-0.511,0.458
-0.9997051,-80.0134277,-0.723,0.446
-1.8344033,-79.4641113,0.123,0.465
0.7360637,-79.8596191,-0.815,0.401
-2.3613917,-78.9587402,0.206,0.467
-1.7465556,-78.8269043,-0.428,0.446
0.1428221,-78.3874512,0.018,0.545
0.3845186,-76.3659668,-0.375,0.471
1.0436434,-78.9367676,-0.151,0.452
-4.2916356,-79.5739746,-0.562,0.585
0.0549316,-79.2224121,-0.657,0.470
0.3625464,-80.0354004,1.304,0.577
-2.9978987,-78.9587402,0.183,0.458
-1.8344033,-80.6945801,-0.028,0.533
-2.6028640,-78.1896973,0.034,0.445
-3.7436712,-80.0573730,-0.482,0.451
-1.8563646,-78.6950684,-0.296,0.495
-0.5383221,-79.1345215,-0.336,0.496
-3.3708564,-79.3542480,-0.462,0.452
0.9997051,-78.7829590,-0.500,0.398
-2.8881803,-79.8376465,-0.241,0.496
0.1867672,-79.9255371,-0.227,0.505
-0.1428221,-79.8376465,-0.507,0.462
-3.5024552,-79.8596191,-0.246,0.510
-0.7800052,-79.9475098,-0.361,0.437
-1.9002862,-77.9699707,-0.681,0.403
-3.0417830,-79.8596191,0.245,0.493
-0.8459165,-80.5407715,0.186,0.559
-0.4504348,-79.9255371,-0.243,0.459
-1.0656124,-80.4748535,1.069,0.506
-2.8003980,-78.7390137,-0.186,0.500
-4.3354564,-79.2224121,-0.200,0.484
-2.5589632,-78.1457520,-0.256,0.456
1.2193903,-78.9587402,-0.210,0.420
-0.1208495,-80.1452637,-0.477,0.410
0.7800052,-78.2336426,-0.250,0.390
-2.6467632,-79.6838379,-0.456,0.473
-0.4284628,-79.5080566,-0.536,0.474
-0.2746571,-76.6516113,-0.081,0.567
-3.4805234,-78.4753418,-0.722,0.453
-0.9118267,-80.2551270,-0.300,0.483
-0.5163504,-76.7614746,-0.432,0.428
-0.3186019,-79.6398926,-0.764,0.424
-1.4829887,-78.0798340,0.368,0.495
-1.1315182,-80.8703613,-0.623,0.518
-3.8752158,-79.7937012,-0.899,0.387
-0.6262082,-79.3103027,-0.568,0.451
-0.0988769,-78.4313965,0.757,0.479
-0.7360637,-79.5300293,-0.315,0.457
-2.4052990,-78.0798340,-0.436,0.413
-1.2193903,-79.7717285,-0.339,0.476
-1.5488836,-78.9807129,-0.045,0.489
-3.9190595,-79.6398926,0.040,0.472
-4.2916356,-79.6179199,-0.490,0.510
-1.9222467,-79.4860840,-0.091,0.477
-2.3833455,-79.9475098,0.559,0.475
-2.8442900,-79.7058105,-0.204,0.460
-2.0100856,-77.8820801,-0.930,0.450
-0.7360637,-80.0354004,-0.030,0.472
-0.2526847,-76.6296387,-0.466,0.478
-1.2193903,-80.2770996,-0.721,0.446
0.0769043,-76.7614746,-0.636,0.476
-0.5822654,-79.5300293,-0.350,0.495
-1.4610233,-77.9699707,0.038,0.470
-1.6367402,-80.1892090,-0.271,0.421
-3.1953637,-79.8376465,-0.175,0.497
0.4064907,-79.9694824,-0.359,0.435
-0.8678867,-79.5739746,-0.802,0.436
-4.3135463,-79.2443848,-0.564,0.538
-0.8678867,-79.8815918,-0.499,0.562
-2.2955282,-80.2331543,0.146,0.463
-1.5928123,-79.1345215,-0.546,0.415
-0.3845186,-78.5632324,0.518,0.508
0.6042368,-79.3981934,-1.252,0.389
-3.3927908,-79.8596191,-0.011,0.465
0.4724067,-79.6618652,-0.589,0.413
-0.6481795,-79.4421387,-0.309,0.478
0.6481795,-79.4201660,-0.793,0.414
-2.0320445,-79.6398926,-0.145,0.452
-4.2258996,-79.2443848,-0.078,0.513
-0.2966295,-78.9807129,-0.092,0.480
-3.1734250,-79.3981934,-0.148,0.461
0.2307123,-79.9914551,-0.035,0.481
-0.1428221,-80.0573730,-0.449,0.505
-1.3951258,-80.0354004,-0.617,0.407
-3.2173020,-79.3981934,-0.290,0.473
0.1867672,-78.7609863,-0.553,0.403
0.9777357,-79.4201660,-0.459,0.470
-0.0109863,-79.0686035,-0.173,0.453
0.3845186,-79.5959473,-0.259,0.416
-2.2955282,-80.6726074,0.363,0.822
-4.3135463,-79.5739746,-0.236,0.469
-0.1647947,-76.7834473,-0.612,0.466
0.9997051,-79.6179199,0.187,0.513
-2.5809138,-80.4089355,-0.150,0.504
1.4170918,-78.8488770,-0.316,0.399
-0.6481795,-77.4426270,-0.786,0.386
-0.2087398,-80.0354004,-0.503,0.459
-2.3174830,-79.6179199,0.641,0.496
-1.9661667,-79.9914551,0.668,0.512
-1.4829887,-80.1232910,-0.595,0.405
-0.8678867,-78.8488770,-0.246,0.501
-0.7580345,-79.6838379,-0.917,0.428
-4.0286586,-80.4528809,-0.805,0.425
-3.4147247,-79.7937012,-0.060,0.479
-3.6340356,-79.7717285,-0.640,0.433
-2.7126091,-80.2331543,0.417,0.562
-4.0944111,-79.2663574,-0.727,0.461
-0.3405742,-76.4758301,-0.233,0.408
-0.9557662,-77.7941895,-0.258,0.466
0.0769043,-79.0026855,0.392,0.497
0.8898568,-79.8376465,0.426,0.538
-0.1647947,-79.3542480,-0.012,0.491
-1.1974226,-79.3542480,-0.391,0.521
-2.9101249,-78.7390137,-0.028,0.464
-2.1857489,-79.7497559,-0.419,0.550
-3.1734250,-79.4421387,-0.386,0.400
-1.4390576,-80.1013184,-0.068,0.434
-3.8313699,-79.2004395,-0.605,0.460
-3.2173020,-78.7170410,-0.849,0.504
-1.6806671,-79.7717285,-0.493,0.507
-0.3186019,-76.9152832,0.322,0.493
-1.1754546,-78.4753418,-0.223,0.450
1.0216743,-79.1564941,-0.745,0.401
0.0769043,-79.5959473,-0.436,0.456
-0.1647947,-79.3103027,-0.424,0.464
0.5822654,-77.9699707,-0.442,0.454
-0.8678867,-79.7497559,-0.562,0.403
-2.6028640,-80.4748535,0.184,0.446
-2.0979197,-79.2663574,-0.333,0.489
-3.4805234,-79.9694824,0.516,0.510
0.6042368,-79.6618652,-0.799,0.443
-1.1974226,-80.1672363,-0.613,0.468
-1.1315182,-79.0466309,-0.103,0.431
-2.7784514,-79.0026855,-0.149,0.510
-3.3489215,-79.1125488,-0.177,0.507
-3.1514858,-79.7717285,-0.244,0.460
0.1867672,-79.9035645,-0.239,0.469
-0.6921218,-80.2551270,-0.043,0.510
-0.5602938,-79.7937012,-0.275,0.401
-3.3489215,-79.7497559,-0.556,0.520
-1.4829887,-80.2111816,-0.686,0.423
-2.6467632,-79.6618652,0.343,0.491
-0.0769043,-78.5632324,-0.520,0.480
-0.9337965,-79.6398926,-0.589,0.482
-3.3489215,-79.9694824,0.577,0.496
-2.1637921,-79.4860840,-0.076,0.479
0.2746571,-79.1784668,-0.240,0.404
-1.0216743,-76.9372559,-0.494,0.461
-0.9337965,-78.8269043,-0.512,0.461
-1.9002862,-79.9475098,-0.361,0.512
-1.4610233,-78.5632324,-0.320,0.503
-0.8678867,-76.9372559,-0.581,0.592
-0.2966295,-78.4533691,1.135,0.475
-0.0109863,-78.7829590,-0.125,0.459
-2.0759616,-79.3762207,-0.014,0.496
-0.6921218,-90.3625488,0.125,0.386
-0.4504348,-77.2888184,-0.757,0.390
-1.7465556,-79.5959473,-0.335,0.450
-1.0436434,-80.4748535,0.657,0.507
-1.9442068,-78.9367676,0.155,0.398
-4.1382430,-80.0354004,-0.460,0.410
-2.0320445,-80.4528809,-0.221,0.431
-0.7140928,-78.6291504,0.390,0.532
-2.2955282,-80.4748535,-0.555,0.454
-3.1295462,-79.8376465,0.748,0.537
-0.4943786,-79.4641113,-0.440,0.445
-1.0216743,-80.0793457,-0.116,0.486
-0.1428221,-79.2004395,-0.064,0.475
-1.9222467,-77.9040527,-0.542,0.419
-0.3845186,-78.5192871,0.462,0.520
-4.0067400,-78.8928223,-0.606,0.479
0.7800052,-80.0134277,0.029,0.390
-0.4504348,-79.4201660,-0.014,0.467
-1.4610233,-80.5187988,-0.249,0.410
-0.2307123,-79.2883301,-0.235,0.492
-2.8003980,-78.8049316,-0.276,0.453
-0.5602938,-79.5300293,0.374,0.475
-1.2413579,-80.4309082,-0.303,0.513
-0.3625464,-78.9807129,0.208,0.409
-0.9557662,-78.5852051,0.119,0.515
0.9777357,-79.6618652,0.930,0.506
0.6481795,-78.1457520,-0.097,0.421
-1.8563646,-80.1013184,0.320,0.565
-1.8344033,-79.1345215,-0.417,0.479
-2.2296616,-79.5080566,-0.002,0.578
-1.0875811,-78.7170410,0.172,0.443
-1.8124418,-80.1452637,-0.211,0.467
-0.1208495,-76.7614746,-0.325,0.427
0.0988769,-76.0144043,-1.011,0.446
1.1315182,-78.7829590,0.072,0.567
-2.9101249,-77.8601074,-0.791,0.402
-1.1534865,-80.1892090,-0.588,0.401
-0.1867672,-79.0466309,-0.626,0.467
-0.3405742,-80.2551270,-0.536,0.461
0.0549316,-76.6076660,-0.334,0.441
0.3625464,-78.1018066,0.865,0.488
-0.2307123,-78.4973145,1.240,0.466
-1.1754546,-79.0026855,-0.455,0.414
-4.2258996,-79.5300293,-0.187,0.573
-1.7904800,-79.3322754,-0.395,0.486
-0.3845186,-78.8049316,-0.061,0.440
-2.3174830,-80.1452637,-0.237,0.438
-4.0286586,-79.7717285,0.268,0.472
-0.5163504,-79.9475098,-0.384,0.413
-2.3394375,-79.7277832,0.028,0.496
-2.2516175,-79.7717285,-0.027,0.517
-0.9777357,-80.7165527,1.220,0.496
0.2526847,-78.0798340,-0.349,0.482
-2.6906608,-80.3430176,-0.025,0.512
-1.5928123,-80.7604980,-0.281,0.468
-2.0540032,-79.9914551,0.097,0.552
-0.7360637,-78.7390137,-0.397,0.451
-2.4272521,-78.1237793,-0.696,0.450
-3.2392398,-79.2004395,-0.434,0.524
-1.1534865,-79.2224121,-0.441,0.466
-2.2077054,-80.5627441,-0.598,0.464
-3.6340356,-79.7058105,-0.638,0.400
-0.6701507,-80.2551270,0.035,0.512
0.5163504,-77.9260254,0.570,0.446
0.1208495,-76.8054199,-0.544,0.402
-4.4888091,-79.5080566,-0.636,0.392
-1.3511931,-80.3430176,-0.488,0.453
-1.8124418,-80.3649902,-0.472,0.403
-1.0436434,-76.9372559,-0.464,0.464
-4.0944111,-79.9035645,-0.675,0.428
-3.5463174,-79.2443848,-0.865,0.584
0.6921218,-78.9367676,-0.653,0.394
-2.6467632,-80.3210449,-0.297,0.511
0.0549316,-77.3547363,0.002,0.507
-4.0505767,-79.6398926,0.653,0.549
-0.9118267,-80.3649902,-0.325,0.503
-0.9118267,-80.2990723,-0.327,0.486
0.9118267,-79.3762207,-0.733,0.431
1.0875811,-79.3981934,-0.387,0.410
-3.4366581,-79.2663574,-0.503,0.401
-1.4170918,-80.3869629,0.282,0.552
-1.8124418,-79.4860840,0.730,0.554
-1.9881263,-79.2883301,0.190,0.486
-0.0769043,-79.5520020,-0.364,0.437
-1.5708481,-78.9807129,-0.263,0.515
-1.6367402,-78.5412598,-0.370,0.466
-3.9629009,-79.3542480,0.335,0.503
-2.1418349,-79.6618652,-0.272,0.523
-0.0109863,-79.5080566,0.255,0.455
0.7580345,-80.0573730,-0.379,0.391
0.0769043,-78.3654785,0.350,0.467
-0.0769043,-80.1672363,0.639,0.472
-1.9442068,-78.6730957,-0.051,0.444
-1.4170918,-80.4089355,-0.305,0.492
-2.4052990,-79.0246582,-0.263,0.531
-4.0724942,-80.0573730,-0.351,0.440
-0.0329590,-78.8928223,-0.417,0.437
-0.0988769,-78.4094238,1.142,0.519
-2.8223442,-78.7390137,-0.480,0.486
-0.5602938,-79.5739746,-0.430,0.488
-4.2697242,-79.7058105,-0.547,0.393
-4.5545219,-79.1345215,0.297,0.520
-1.8563646,-80.6726074,0.119,0.410
-1.6367402,-80.4089355,-0.430,0.434
-0.3845186,-79.4641113,-0.357,0.556
-1.3951258,-78.4533691,0.437,0.505
-1.1754546,-77.8601074,-0.027,0.538
-1.3731595,-78.5412598,0.069,0.529
-0.0329590,-78.9587402,-0.392,0.466
-0.3405742,-76.9812012,-0.006,0.495
-2.3394375,-79.5080566,-0.081,0.460
-0.9557662,-80.0354004,-0.658,0.488
-1.3292264,-77.9040527,-0.402,0.470
-0.9337965,-79.6179199,-0.366,0.454
0.0988769,-78.0798340,-0.294,0.503
-2.1637921,-78.8049316,0.176,0.483
1.2633253,-78.8049316,0.032,0.511
0.2526847,-79.9694824,-0.023,0.431
-2.9540126,-78.4313965,0.268,0.506
-2.6248138,-80.3430176,-0.386,0.504
-3.0198411,-78.4753418,0.042,0.488
-0.7580345,-80.1452637,-0.028,0.478
-1.0875811,-78.6730957,0.054,0.472
-0.9118267,-80.1892090,0.012,0.504
-0.0329590,-78.7609863,0.417,0.458
-0.7580345,-77.3327637,-0.753,0.425
-4.0286586,-80.0573730,-0.417,0.478
0.2966295,-78.1237793,0.457,0.520
-2.1637921,-79.9035645,1.307,0.499
-0.8459165,-80.1013184,-0.576,0.493
-2.3613917,-79.0246582,-0.696,0.488
-1.7904800,-79.3762207,-0.243,0.494
-2.5370123,-79.1345215,-0.610,0.489
-2.3394375,-78.9807129,-0.454,0.547
-2.0759616,-79.4421387,-0.095,0.529
-0.5822654,-79.5520020,-0.744,0.501
-2.2735730,-78.9587402,0.174,0.461
-0.4284628,-76.8273926,-0.203,0.447
-2.1637921,-79.4421387,0.567,0.537
-1.8344033,-80.2990723,-0.667,0.406
-0.9118267,-80.3430176,-0.462,0.517
-0.8239462,-80.0134277,-0.118,0.415
-0.5602938,-76.7614746,-0.677,0.524
-0.7800052,-77.4645996,-0.431,0.402
-1.5488836,-80.0354004,-0.057,0.488
-2.7565043,-78.9367676,0.497,0.503
0.4724067,-79.6398926,-0.568,0.390
-1.4390576,-78.5632324,-0.149,0.462
-0.0549316,-76.8054199,-0.662,0.399
-2.2296616,-79.9035645,1.681,0.491
-2.8662354,-78.8488770,-0.002,0.556
-1.1974226,-78.6950684,-0.005,0.497
-1.1754546,-79.7497559,-0.285,0.497
-0.4284628,-80.0573730,-0.779,0.428
-4.3354564,-79.5520020,0.510,0.545
-0.5163504,-79.3981934,-0.594,0.461
-4.2916356,-79.5300293,-0.372,0.472
-0.2087398,-80.3430176,0.038,0.417
0.6042368,-79.5300293,-0.666,0.454
1.0216743,-79.3542480,-0.771,0.408
-1.6367402,-79.8156738,-0.913,0.482
0.4724067,-79.9914551,-0.257,0.436
0.5602938,-79.2004395,-0.190,0.485
-0.9557662,-80.4968262,-0.066,0.552
0.6481795,-77.9260254,0.469,0.527
0.5163504,-79.3542480,-0.551,0.428
-2.5150610,-77.5305176,-1.047,0.514
-2.2296616,-80.7604980,0.077,0.517
-1.4390576,-80.3430176,-0.955,0.434
0.2307123,-76.5856934,-0.544,0.403
-4.7735207,-79.1345215,-0.350,0.397
-1.8563646,-80.0793457,-0.243,0.516
-3.3489215,-79.3322754,-0.209,0.497
0.0769043,-80.0573730,1.452,0.573
0.3625464,-79.3981934,-0.677,0.490
-0.4943786,-80.2990723,-0.650,0.400
-1.3072596,-80.1452637,-0.690,0.392
-0.0329590,-79.4641113,-0.104,0.474
-4.3792747,-79.3981934,-0.286,0.438
0.1428221,-79.0026855,-0.502,0.414
-0.1208495,-79.6398926,-1.009,0.427
-2.3833455,-80.6726074,-0.012,0.509
-1.3292264,-77.9260254,-0.270,0.456
-0.9337965,-79.8376465,-0.882,0.476
0.4943786,-79.3542480,-0.553,0.440
-3.3489215,-79.4860840,-0.560,0.409
-0.6262082,-80.1892090,0.039,0.454
-0.1208495,-78.2775879,0.076,0.477
-4.0724942,-80.2111816,-0.697,0.426
-0.5602938,-80.2770996,-0.300,0.402
0.4284628,-78.2556152,0.139,0.423
-3.2173020,-79.7717285,-0.320,0.489
-1.1534865,-80.1013184,-0.447,0.401
-0.4284628,-79.4641113,-0.649,0.483
-4.2478122,-79.5520020,-0.296,0.438
-1.8344033,-79.5959473,-0.454,0.525
-3.6340356,-78.6071777,-0.120,0.464
0.4284628,-79.7058105,-0.583,0.404
-3.0417830,-79.0246582,-0.279,0.471
-2.8881803,-79.7937012,0.020,0.469
-0.0769043,-76.7834473,-0.404,0.423
0.2307123,-78.2116699,0.030,0.521
-1.2633253,-80.3430176,-0.634,0.468
-2.9101249,-79.7277832,0.398,0.482
-2.0759616,-79.3981934,-0.271,0.475
-2.3613917,-80.3210449,-0.649,0.425
-0.7360637,-77.2009277,-0.086,0.414
-0.5163504,-76.9372559,-0.545,0.485
-0.2526847,-79.3981934,0.306,0.507
-0.9118267,-80.4089355,0.426,0.488
-4.4230904,-79.7937012,0.276,0.488
-2.1637921,-80.3210449,-0.399,0.452
-4.0286586,-80.2551270,-0.190,0.424
